ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Hours of operation,Gender,Age
Amanda Solares,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-369-0684,9AM-5PM,Female,0 - 3
Amanda Taylor,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ROXIE,39661,19,FRANKLIN,228-369-1454,9AM-5PM,Female,0 - 3
Amber  Siddiqi,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-372-4188,9AM-5PM,Female,0 - 3
Amber Campbell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GULFPORT,39503,24,HARRISON,228-372-4283,9AM-5PM,Female,0 - 3
Amber Giannini,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WEST POINT,39773,13,CLAY,228-374-6654,9AM-5PM,Female,0 - 3
Amber Kelley,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,228-374-6924,9AM-5PM,Female,0 - 3
A Kid's World,LICENSED,4,Center,0,Not Rated,80,FOREST,39074,62,SCOTT,228-382-4594,9AM-5PM,Female,0 - 3
Amber Lima,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OLIVE BRANCH,38654,17,DESOTO,228-383-5554,9AM-5PM,Female,0 - 3
Amber M Truett,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-385-3900,9AM-5PM,Female,0 - 3
Amber Poggemiller,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LAMBERT,38643,60,QUITMAN,228-388-0031,9AM-5PM,Female,0 - 3
Amber Savage,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BROOKSVILLE,39739,52,NOXUBEE,228-388-2161,9AM-5PM,Female,0 - 3
Amber Starling,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-388-4301,9AM-5PM,Female,0 - 3
A La Chateau Center INC.,LICENSED,4,Center,0,Not Rated,247,BRANDON,39042,61,RANKIN,228-388-4376,9AM-5PM,Female,0 - 3
Amber Townsel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BRANDON,39042,61,RANKIN,228-388-4720,9AM-5PM,Female,0 - 3
Amberli Audra Kephart,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-388-5125,9AM-5PM,Female,0 - 3
Ambre Wicker,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WEST POINT,39773,13,CLAY,228-388-5558,9AM-5PM,Female,0 - 3
Ambreen Fatima,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-388-6891,9AM-5PM,Female,0 - 3
A Life Christian Academy,LICENSED,4,Center,0,Not Rated,26,GREENVILLE,38701,76,WASHINGTON,228-392-0225,9AM-5PM,Female,0 - 3
Amelia Ann McCarty,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-392-2183,9AM-5PM,Female,0 - 3
Amelie Sahayaraj,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,228-392-3360,9AM-5PM,Female,0 - 3
America  Medina,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,228-392-3360,9AM-5PM,Female,0 - 3
Amie Himelrick,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAUREL,39440,34,JONES,228-392-3538,9AM-5PM,Female,0 - 3
A Life Time of Learning Child Care  Center,LICENSED,4,Center,0,Not Rated,5,PRENTISS,39474,33,JEFFERSON DAVIS,228-392-4227,9AM-5PM,Female,0 - 3
Amina Kahia,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SOUTHAVEN,38672,17,DESOTO,228-392-4227,9AM-5PM,Female,0 - 3
A Lifetime of Learning Childcare,LICENSED,4,Center,0,Not Rated,60,GREENVILLE,38701,76,WASHINGTON,228-392-5061,9AM-5PM,Female,0 - 3
A Little Star's Academy,LICENSED,4,Center,2,Average,50,FOREST,39074,62,SCOTT,228-392-7405,9AM-5PM,Female,0 - 3
Amitha Kodagoda,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HAZLEHURST,39083,15,COPIAH,228-392-7405,9AM-5PM,Female,0 - 3
Ammie Watlington,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HATTIESBURG,39402,18,FORREST,228-392-9578,9AM-5PM,Female,0 - 3
Amy   Leath,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-392-9896,9AM-5PM,Female,0 - 3
A M Brooks Head Start,LICENSED,4,Center,0,Not Rated,100,OLIVE BRANCH,38654,17,DESOTO,228-396-2183,9AM-5PM,Female,0 - 3
Amy Andrade,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,228-424-5746,9AM-5PM,Female,0 - 3
A Magic Day,LICENSED,4,Center,0,Not Rated,30,JACKSON,39206,25,HINDS,228-424-7142,9AM-5PM,Female,0 - 3
Amy Berger,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-424-7142,9AM-5PM,Female,0 - 3
Amy Boykin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WATER VALLEY,38965,54,PANOLA,228-424-7142,9AM-5PM,Female,0 - 3
A Merry Go Round Daycare/Preschool,LICENSED,4,Center,0,Not Rated,88,OXFORD,38655,36,LAFAYETTE,228-424-7355,9AM-5PM,Female,0 - 3
Ana  Gonzalez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-424-8390,9AM-5PM,Female,0 - 3
Ana Clift,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOUNT OLIVE,39119,16,COVINGTON,228-424-9652,9AM-5PM,Female,0 - 3
Ana Elba  Blanco,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-435-5266,9AM-5PM,Female,0 - 3
A Michelle Jackson,LICENSED,4,Center,0,Not Rated,44,JACKSON,39213,25,HINDS,228-435-5266,9AM-5PM,Female,0 - 3
Ana Flores,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-435-5266,9AM-5PM,Female,0 - 3
Ana Garcia,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-435-5266,9AM-5PM,Female,0 - 3
A Mother's Touch Early Childhood Development Center Inc.,LICENSED,4,Center,1,Low,67,YAZOO CITY,39194,82,YAZOO,228-436-6493,9AM-5PM,Female,0 - 3
Ana Hernandez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-437-2020,9AM-5PM,Female,0 - 3
Ana Herrera Cisneros,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-437-2512,9AM-5PM,Female,0 - 3
Ana Imelda Morales,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,VAUGHAN,39179,82,YAZOO,228-447-3312,9AM-5PM,Female,0 - 3
Ana Luisa Montoya,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OAKLAND,38948,81,YALOBUSHA,228-447-3645,9AM-5PM,Female,0 - 3
Ana Maria Leyva,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-447-3900,9AM-5PM,Female,0 - 3
Ana Rivera,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-452-4542,9AM-5PM,Female,0 - 3
A Mothers Blessing,LICENSED,4,Center,1,Low,50,HERNANDO,38632,17,DESOTO,228-452-5210,9AM-5PM,Female,0 - 3
Ana Rubeck,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-452-9791,9AM-5PM,Female,0 - 3
A Mothers Love,LICENSED,4,Center,2,Average,73,MERIDIAN,39301,38,LAUDERDALE,228-463-0640,9AM-5PM,Female,0 - 3
Analee  Delbosque,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-463-8889,9AM-5PM,Female,0 - 3
Anastasia Victor,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAUREL,39440,34,JONES,228-463-8889,9AM-5PM,Female,0 - 3
A Mothers Love Childcare,LICENSED,4,Center,3,Good,103,HORN LAKE,38637,17,DESOTO,228-466-0778,9AM-5PM,Female,0 - 3
Ancilla Miringa,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SOUTHAVEN,38671,17,DESOTO,228-467-4655,9AM-5PM,Female,0 - 3
Andre  Newman,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SOUTHAVEN,38671,17,DESOTO,228-467-4655,9AM-5PM,Female,0 - 3
Andrea  Davis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-467-8050,9AM-5PM,Female,0 - 3
Andrea Cruz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-467-8050,9AM-5PM,Female,0 - 3
Andrea David,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-467-9490,9AM-5PM,Female,0 - 3
Andrea De La Rosa,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SOUTHAVEN,38671,17,DESOTO,228-467-9515,9AM-5PM,Female,0 - 3
A Mothers Touch,LICENSED,4,Center,2,Average,43,MERIDIAN,39301,38,LAUDERDALE,228-471-4003,9AM-5PM,Female,0 - 3
A New Adventure,LICENSED,4,Center,0,Not Rated,71,LAUREL,39440,34,JONES,228-471-5374,9AM-5PM,Female,0 - 3
Andrea Harris,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-474-1014,9AM-5PM,Female,0 - 3
Andrea Mata,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-474-1014,9AM-5PM,Female,0 - 3
Andrea Michelle Swinney,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LAUREL,39440,34,JONES,228-474-1355,9AM-5PM,Female,0 - 3
Andrea Rodriguez Garcia,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-474-2000,9AM-5PM,Female,0 - 3
Andrea White,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SOUTHAVEN,38671,17,DESOTO,228-474-4772,9AM-5PM,Female,0 - 3
Andrea Witt,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SOUTHAVEN,38671,17,DESOTO,228-474-5599,9AM-5PM,Female,0 - 3
A New Beginning Childcare,LICENSED,4,Center,0,Not Rated,50,FULTON,38843,29,ITAWAMBA,228-474-6665,9AM-5PM,Female,0 - 3
Andrew Lawrence,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-474-9203,9AM-5PM,Female,0 - 3
Andrina Sansing,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SARDIS,38666,54,PANOLA,228-475-0081,9AM-5PM,Female,0 - 3
A New Day Child Development CTR,LICENSED,4,Center,0,Not Rated,74,LAUREL,39440,34,JONES,228-475-0240,9AM-5PM,Female,0 - 3
Andy Kuo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-475-0240,9AM-5PM,Female,0 - 3
Anel Lujan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,228-475-0347,9AM-5PM,Female,0 - 3
Angel George,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-475-1884,9AM-5PM,Female,0 - 3
Angela  Fisher,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SARDIS,38666,54,PANOLA,228-475-3057,9AM-5PM,Female,0 - 3
A New World Christian L C #1,LICENSED,4,Center,0,Not Rated,43,HAZLEHURST,39083,15,COPIAH,228-475-3962,9AM-5PM,Female,0 - 3
Angela  Hopkins,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,228-475-4266,9AM-5PM,Female,0 - 3
Angela  Lundy,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISE,39097,27,HUMPHREYS,228-475-4763,9AM-5PM,Female,0 - 3
A New World Christian L C #2,LICENSED,4,Center,1,Low,30,CLINTON,39056,25,HINDS,228-475-5440,9AM-5PM,Female,0 - 3
A Penny Saved Pre-School Home Care,LICENSED,4,Center,1,Low,143,FLORENCE,39073,61,RANKIN,228-475-5891,9AM-5PM,Female,0 - 3
Angela  Robles,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-475-5891,9AM-5PM,Female,0 - 3
A Place  For Kids Luth Ch of Re,LICENSED,4,Center,0,Not Rated,17,SLEDGE,38670,60,QUITMAN,228-475-6163,9AM-5PM,Female,0 - 3
Angela  Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GRENADA,38901,22,GRENADA,228-475-7075,9AM-5PM,Female,0 - 3
Angela  Willis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HORN LAKE,38637,17,DESOTO,228-475-7355,9AM-5PM,Female,0 - 3
Angela Cohen-Green,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,228-475-7608,9AM-5PM,Female,0 - 3
Angela D Green,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-475-7608,9AM-5PM,Female,0 - 3
A Place for Children,LICENSED,4,Center,0,Not Rated,111,MOSS POINT,39562,30,JACKSON,228-475-9930,9AM-5PM,Female,0 - 3
A Place For Children Too Inc.,LICENSED,4,Center,0,Not Rated,30,HAZLEHURST,39083,15,COPIAH,228-497-1454,9AM-5PM,Female,0 - 3
A Place Like Home,LICENSED,4,Center,0,Not Rated,50,SENATOBIA,38668,69,TATE,228-497-2811,9AM-5PM,Female,0 - 3
A Place to Grow,LICENSED,4,Center,0,Not Rated,33,GREENVILLE,38701,76,WASHINGTON,228-497-3222,9AM-5PM,Female,0 - 3
Angela Eells,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-497-5437,9AM-5PM,Female,0 - 3
Angela Elaine Fauley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-497-7656,9AM-5PM,Female,0 - 3
A Place to Grow,LICENSED,4,Center,1,Low,33,JACKSON,39209,25,HINDS,228-497-9278,9AM-5PM,Female,0 - 3
A Place To Grow,LICENSED,4,Center,0,Not Rated,81,GRENADA,38901,22,GRENADA,228-522-1976,9AM-5PM,Female,0 - 3
A Place to Grow II,LICENSED,4,Center,1,Low,180,PEARL,39208,61,RANKIN,228-522-2424,9AM-5PM,Female,0 - 3
Angela Ferguson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,228-522-3497,9AM-5PM,Female,0 - 3
A Place To Grow III,LICENSED,4,Center,0,Not Rated,19,GREENVILLE,38701,76,WASHINGTON,228-539-0193,9AM-5PM,Female,0 - 3
Angela Garza,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JAYESS,39641,74,WALTHALL,228-539-2759,9AM-5PM,Female,0 - 3
Angela Kay Torres,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-539-8200,9AM-5PM,Female,0 - 3
A Place to Grow IV,LICENSED,4,Center,0,Not Rated,50,JACKSON,39213,25,HINDS,228-546-2568,9AM-5PM,Female,0 - 3
A Place to Grow Learning Center,LICENSED,4,Center,0,Not Rated,26,JACKSON,39209,25,HINDS,228-563-5289,9AM-5PM,Female,0 - 3
Angela Keller,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-575-8603,9AM-5PM,Female,0 - 3
Angela Latonia Foard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BLUE MOUNTAIN,38610,70,TIPPAH,228-588-2055,9AM-5PM,Female,0 - 3
Angela Lynette Gorman,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-588-3531,9AM-5PM,Female,0 - 3
A Plus Fun Learning Center,LICENSED,4,Center,0,Not Rated,19,POPE,38658,54,PANOLA,228-588-3913,9AM-5PM,Female,0 - 3
Angela Marks,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,228-588-3936,9AM-5PM,Female,0 - 3
Angela Montandon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,228-588-6245,9AM-5PM,Female,0 - 3
"A Positive Place Child Care, LLC",LICENSED,4,Center,0,Not Rated,30,OLIVE BRANCH,38654,17,DESOTO,228-588-6570,9AM-5PM,Female,0 - 3
Angela Peoples,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-588-9578,9AM-5PM,Female,0 - 3
Angela Pryor,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CRENSHAW,38621,60,QUITMAN,228-596-8978,9AM-5PM,Female,0 - 3
Angela Sharp-Davis,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GAUTIER,39553,30,JACKSON,228-596-9642,9AM-5PM,Female,0 - 3
A Precious 1 Child Care,LICENSED,4,Center,0,Not Rated,2,BILOXI,39532,30,JACKSON,228-604-0013,9AM-5PM,Female,0 - 3
Angela Whitton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-617-0135,9AM-5PM,Female,0 - 3
A Ray of Sunshine,LICENSED,4,Center,0,Not Rated,153,OCEAN SPRINGS,39564,30,JACKSON,228-617-9538,9AM-5PM,Female,0 - 3
Angela Winzer Jones,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39206,25,HINDS,228-623-1426,9AM-5PM,Female,0 - 3
A Rocking Chair,LICENSED,4,Center,0,Not Rated,26,JACKSON,39204,25,HINDS,228-623-3477,9AM-5PM,Female,0 - 3
A Special Place,LICENSED,4,Center,0,Not Rated,70,JACKSON,39206,25,HINDS,228-623-4240,9AM-5PM,Female,0 - 3
Angelia Targton,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HORN LAKE,38637,17,DESOTO,228-623-9070,9AM-5PM,Female,0 - 3
Angelia White,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HORN LAKE,38637,17,DESOTO,228-627-2931,9AM-5PM,Female,0 - 3
A Special Place Inc,LICENSED,4,Center,2,Average,45,HATTIESBURG,39401,18,FORREST,228-627-3254,9AM-5PM,Female,0 - 3
A Step Above,LICENSED,4,Center,1,Low,31,JACKSON,39203,25,HINDS,228-627-7297,9AM-5PM,Female,0 - 3
Angelica  Cordero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GLEN ALLAN,38744,76,WASHINGTON,228-669-0541,9AM-5PM,Female,0 - 3
Angelica Aguirre,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-669-0973,9AM-5PM,Female,0 - 3
Angelica Bittner,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CRENSHAW,38621,54,PANOLA,228-669-4154,9AM-5PM,Female,0 - 3
A Step Above Preparatory Academy Inc.,LICENSED,4,Center,1,Low,44,HATTIESBURG,39401,18,FORREST,228-669-4154,9AM-5PM,Female,0 - 3
Angelica Conde,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,228-669-6701,9AM-5PM,Female,0 - 3
Angelica Garza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39211,25,HINDS,228-688-3224,9AM-5PM,Female,0 - 3
A Step Ahead,LICENSED,4,Center,0,Not Rated,187,HAZLEHURST,39083,15,COPIAH,228-696-2576,9AM-5PM,Female,0 - 3
A thru Z Learning Daycare,LICENSED,4,Center,0,Not Rated,135,WEST POINT,39773,13,CLAY,228-697-0232,9AM-5PM,Female,0 - 3
Angelica McGinley,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-697-6153,9AM-5PM,Female,0 - 3
Angelica Mejia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-697-7528,9AM-5PM,Female,0 - 3
Angeliea McBride,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ELLISVILLE,39437,34,JONES,228-697-8195,9AM-5PM,Female,0 - 3
Angelina Mattingly,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MARKS,38646,60,QUITMAN,228-697-8280,9AM-5PM,Female,0 - 3
Angelita  Villarreal,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-731-2625,9AM-5PM,Female,0 - 3
A Time & A Season Christian Dayschool,LICENSED,4,Center,1,Low,99,SUMRALL,39402,37,LAMAR,228-731-3103,9AM-5PM,Female,0 - 3
Angelita Arlene Hernandez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-761-6481,9AM-5PM,Female,0 - 3
Angelita Sanchez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HEIDELBERG,39439,31,JASPER,228-762-0725,9AM-5PM,Female,0 - 3
A Time & A Season Christian Dayschool #2,LICENSED,4,Center,2,Average,65,WATER VALLEY,38965,81,YALOBUSHA,228-762-1337,9AM-5PM,Female,0 - 3
Angie  Patton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,METCALFE,38760,76,WASHINGTON,228-762-4426,9AM-5PM,Female,0 - 3
Angie Weeks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-762-4710,9AM-5PM,Female,0 - 3
Angie Williams,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,228-762-7528,9AM-5PM,Female,0 - 3
Anice Browning,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ARCOLA,38722,76,WASHINGTON,228-762-7654,9AM-5PM,Female,0 - 3
Anila Shah,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAUREL,39440,34,JONES,228-762-8256,9AM-5PM,Female,0 - 3
Anissa Kaye Gutierrez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAUREL,39443,34,JONES,228-762-9179,9AM-5PM,Female,0 - 3
Anissa Wright,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BRANDON,39042,61,RANKIN,228-769-0454,9AM-5PM,Female,0 - 3
A Time to Love Learning Center,LICENSED,4,Center,0,Not Rated,50,LAUREL,39443,34,JONES,228-769-2776,9AM-5PM,Female,0 - 3
A to Z Learning Center,LICENSED,4,Center,0,Not Rated,45,OLIVE BRANCH,38654,17,DESOTO,228-769-3317,9AM-5PM,Female,0 - 3
A Touch of Love Child Care,LICENSED,4,Center,1,Low,105,JACKSON,39204,25,HINDS,228-769-3319,9AM-5PM,Female,0 - 3
A Washington Child Development Center,LICENSED,4,Center,0,Not Rated,45,WEST POINT,39773,13,CLAY,228-769-3319,9AM-5PM,Female,0 - 3
Anita  Dominguez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-806-6020,9AM-5PM,Female,0 - 3
Anita  Jones,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-818-2830,9AM-5PM,Female,0 - 3
A World of Learning,LICENSED,4,Center,3,Good,90,HATTIESBURG,39401,18,FORREST,228-818-2830,9AM-5PM,Female,0 - 3
Anita Anaya,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,228-818-6677,9AM-5PM,Female,0 - 3
Anita Baker,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,228-822-0644,9AM-5PM,Female,0 - 3
A World of Learning Child Development Center,LICENSED,4,Center,0,Not Rated,12,GREENVILLE,38701,76,WASHINGTON,228-822-0822,9AM-5PM,Female,0 - 3
Anita Carranza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FLOWOOD,39232,61,RANKIN,228-822-0825,9AM-5PM,Female,0 - 3
A World of Wonders Preschool and Child Care,LICENSED,4,Center,0,Not Rated,30,SOUTHAVEN,38671,17,DESOTO,228-822-2737,9AM-5PM,Female,0 - 3
Anita Eva Dudley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MARKS,38646,60,QUITMAN,228-826-0360,9AM-5PM,Female,0 - 3
A Young Adventure Child Care,LICENSED,4,Center,0,Not Rated,60,MANTACHIE,38855,29,ITAWAMBA,228-826-5786,9AM-5PM,Female,0 - 3
Anita Ford,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-831-0500,9AM-5PM,Female,0 - 3
Anita Hood,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,228-831-2520,9AM-5PM,Female,0 - 3
Anita Taylor,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,228-831-4652,9AM-5PM,Female,0 - 3
A&M United Methodist Weekday School,LICENSED,4,Center,0,Not Rated,70,MOSS POINT,39563,30,JACKSON,228-831-8218,9AM-5PM,Female,0 - 3
Ann Baird,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MARKS,38646,60,QUITMAN,228-831-8721,9AM-5PM,Female,0 - 3
Ann Marie Rodriguez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,228-831-9872,9AM-5PM,Female,0 - 3
Anna  Flores,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HATTIESBURG,39402,37,LAMAR,228-832-3123,9AM-5PM,Female,0 - 3
Anna Amador,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BAY SPRINGS,39422,31,JASPER,228-832-3838,9AM-5PM,Female,0 - 3
Anna Frazier,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BAY SPRINGS,39422,31,JASPER,228-832-4585,9AM-5PM,Female,0 - 3
Anna King,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,228-832-5146,9AM-5PM,Female,0 - 3
Anna Lisa Urbina,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,228-832-6834,9AM-5PM,Female,0 - 3
Anna Maria Gibbs,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,228-832-7272,9AM-5PM,Female,0 - 3
